BioSample_ID,SRA_accession,assembly_ID,collection_year,ISO_country_code,host,host_age,host_sex,isolate,isolation_source,isolation_source_category,isolation_latitude,isolation_longitude,genus,organism,AMR_associated_publications,Updated_phenotype_CLSI,Updated_phenotype_EUCAST,used_ECOFF,database,antibiotic_name,ast_standard,laboratory_typing_method,measurement,measurement_sign,measurement_units,platform,resistance_phenotype,species,antibiotic_ontology,antibiotic_ontology_link,country,geographical_region,geographical_subregion
SAMEA2658833,ERS508861,GCA_901315275.1,2010.0,ZAF,Homo sapiens,,male,14566_5#90,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2658893,ERS508921,GCA_901315625.1,2010.0,ZAF,Homo sapiens,,female,14566_6#1,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2658899,ERS508927,GCA_901315795.1,2011.0,ZAF,Homo sapiens,,female,14566_6#4,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2658961,ERS508989,GCA_901317715.1,2011.0,ZAF,Homo sapiens,,male,14566_6#31,csf & blood,,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2658988,ERS509016,GCA_901318785.1,2011.0,ZAF,Homo sapiens,,male,14566_6#45,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2658990,ERS509018,GCA_901318835.1,2011.0,ZAF,Homo sapiens,,female,14566_6#46,pleural fluid,internal organs and fluids,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2659019,ERS509047,GCA_901319625.1,2011.0,ZAF,Homo sapiens,,female,14566_6#61,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2659068,ERS509096,GCA_901320575.1,2011.0,ZAF,Homo sapiens,,female,14566_6#85,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2659082,ERS509110,GCA_901321005.1,2011.0,ZAF,Homo sapiens,,male,14566_6#92,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2796444,ERS558055,GCA_901321965.1,2001.0,USA,Homo sapiens,,,14673_1#36,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2796460,ERS558071,GCA_901322415.1,2006.0,USA,Homo sapiens,,,14673_1#52,blood,blood,37.0902,-95.7129,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,United States of America,Americas,Northern America
SAMEA2797394,ERS559005,GCA_901327575.1,2010.0,MOZ,Homo sapiens,,female,14723_4#93,blood,blood,-18.6657,35.5296,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Mozambique,Africa,Sub-Saharan Africa
SAMEA3714418,ERS1021567,GCA_901329575.1,2008.0,PER,Homo sapiens,,female,19084_8#81,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,15.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA3714419,ERS1021568,GCA_901329635.1,2008.0,PER,Homo sapiens,,male,19084_8#82,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,27.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA3714424,ERS1021573,GCA_901330115.1,2008.0,PER,Homo sapiens,,female,19084_8#87,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,28.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA3714426,ERS1021575,GCA_901330165.1,2008.0,PER,Homo sapiens,,female,19084_8#89,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,12.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA104035193,ERS1699086,GCA_901330235.1,2010.0,ISR,Homo sapiens,,male,22667_7#190,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035405,ERS1699298,GCA_901330565.1,2011.0,ISR,Homo sapiens,,male,22841_4#99,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,29.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA2797236,ERS558847,GCA_901331085.1,2010.0,MOZ,Homo sapiens,,female,14723_3#68,blood,blood,-18.6657,35.5296,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Mozambique,Africa,Sub-Saharan Africa
SAMEA104035419,ERS1699312,GCA_901331645.1,2012.0,ISR,Homo sapiens,,male,22841_4#113,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,27.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035421,ERS1699314,GCA_901331845.1,2012.0,ISR,Homo sapiens,,female,22841_4#115,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,22.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035551,ERS1699444,GCA_901332765.1,2013.0,ISR,Homo sapiens,,female,22841_1#165,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,32.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA104035559,ERS1699452,GCA_901333445.1,2012.0,ISR,Homo sapiens,,female,22841_1#173,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA2814160,ERS566528,GCA_901335065.1,2012.0,ZAF,Homo sapiens,,male,14913_4#62,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA104035465,ERS1699358,GCA_901335555.1,2012.0,ISR,Homo sapiens,,female,22841_4#159,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,25.0,==,mm,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
SAMEA2814198,ERS566566,GCA_901336885.1,2012.0,ZAF,Homo sapiens,,female,14913_4#83,csf,central nervous system,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2814204,ERS566572,GCA_901337265.1,2012.0,ZAF,Homo sapiens,,female,14913_4#89,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,intermediate,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,2.0,==,mg/L,,intermediate,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2797341,ERS558952,GCA_901337495.1,2010.0,MOZ,Homo sapiens,,female,14723_4#40,blood,blood,-18.6657,35.5296,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Mozambique,Africa,Sub-Saharan Africa
SAMEA3714303,ERS1021452,GCA_901337675.1,2008.0,PER,Homo sapiens,,female,19084_7#150,np swab,respiratory tract,-9.18997,-75.0152,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,16.0,==,mm,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Peru,Americas,Latin America and the Caribbean
SAMEA2797350,ERS558961,GCA_901337985.1,2010.0,MOZ,Homo sapiens,,male,14723_4#49,blood,blood,-18.6657,35.5296,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Mozambique,Africa,Sub-Saharan Africa
SAMEA2814493,ERS566861,GCA_901339215.1,2013.0,ZAF,Homo sapiens,,male,14913_5#93,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,1.0,==,mg/L,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2814573,ERS566941,GCA_901339505.1,2007.0,ZAF,Homo sapiens,,male,14913_6#78,blood,blood,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,E-test,4.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA2814221,ERS566589,GCA_901339805.1,2012.0,ZAF,Homo sapiens,,female,14913_7#11,csf & blood,,-30.5595,22.9375,Streptococcus,Streptococcus pneumoniae,31003929,resistant,resistant,no,PATRIC;microreact,tetracycline,CLSI,broth dilution,8.0,==,mg/L,,resistant,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,South Africa,Africa,Sub-Saharan Africa
SAMEA104035469,ERS1699362,GCA_901341445.1,2012.0,ISR,Homo sapiens,,female,22841_4#163,blood,blood,31.0461,34.8516,Streptococcus,Streptococcus pneumoniae,31003929,susceptible,susceptible,no,PATRIC;microreact,tetracycline,CLSI,disk diffusion,30.0,==,mm,,susceptible,Streptococcus pneumoniae,ARO_0000051,https://www.ebi.ac.uk/ols4/ontologies/aro/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FARO_0000051,Israel,Asia,Western Asia
